date_measured,temperature
2022-06-06 09:34:00+09,33.75
2022-06-06 09:39:00+09,33.1875
2022-06-06 09:44:00+09,32.8125
2022-06-06 09:49:00+09,32
2022-06-06 09:54:00+09,32.625
2022-06-06 09:59:00+09,32.5
2022-06-06 10:04:00+09,31.875
2022-06-06 10:09:00+09,32.875
2022-06-06 10:14:00+09,31.4375
2022-06-06 10:19:00+09,32.4375
2022-06-06 10:24:00+09,33.625
2022-06-06 10:29:00+09,34
2022-06-06 10:34:00+09,34.125
2022-06-06 10:39:00+09,33.8125
2022-06-06 10:44:00+09,34.0625
2022-06-06 10:49:00+09,34.1875
2022-06-06 10:54:00+09,34.375
2022-06-06 10:59:01+09,33.4375
2022-06-06 11:04:01+09,33.5625
2022-06-06 11:09:01+09,33.8125
2022-06-06 11:14:01+09,34.125
2022-06-06 11:19:01+09,34.375
2022-06-06 11:24:01+09,34.3125
2022-06-06 11:29:01+09,34.375
2022-06-06 11:34:01+09,34.1875
2022-06-06 11:39:01+09,33.8125
2022-06-06 11:44:01+09,33.8125
2022-06-06 11:49:01+09,33.75
2022-06-06 11:54:01+09,32.8125
2022-06-06 11:59:01+09,33.5
2022-06-06 12:04:01+09,32.625
2022-06-06 12:09:01+09,33.125
2022-06-06 12:14:01+09,33.3125
2022-06-06 12:19:01+09,33.75
2022-06-06 12:24:01+09,33.5625
2022-06-06 12:29:01+09,33.75
2022-06-06 12:34:01+09,33.625
2022-06-06 12:39:01+09,33.875
2022-06-06 12:44:01+09,34
2022-06-06 12:49:01+09,34.1875
2022-06-06 12:54:01+09,34.375
2022-06-06 12:59:01+09,34.6875
2022-06-06 13:04:01+09,34.625
2022-06-06 13:09:01+09,34.5625
2022-06-06 13:14:01+09,33.5625
2022-06-06 13:19:01+09,32.75
2022-06-06 13:24:01+09,32.1875
2022-06-06 13:29:01+09,33.25
2022-06-06 13:34:01+09,34
2022-06-06 13:39:01+09,34
2022-06-06 13:44:01+09,34.25
2022-06-06 13:49:01+09,34.25
2022-06-06 13:54:01+09,33.75
2022-06-06 13:59:01+09,33.6875
2022-06-06 14:04:01+09,34.0625
2022-06-06 14:09:01+09,34.375
2022-06-06 14:14:01+09,34.625
2022-06-06 14:19:01+09,34.5625
2022-06-06 14:24:01+09,34.125
2022-06-06 14:29:01+09,34.25
2022-06-06 14:34:01+09,33.9375
2022-06-06 14:39:01+09,33.875
2022-06-06 14:44:01+09,34.3125
2022-06-06 14:49:01+09,34.5625
2022-06-06 14:54:01+09,34.3125
2022-06-06 14:59:01+09,34.125
2022-06-06 15:04:01+09,33.5625
2022-06-06 15:09:01+09,34
2022-06-06 15:14:01+09,33.375
2022-06-06 15:19:01+09,33.5
2022-06-06 15:24:01+09,33.625
2022-06-06 15:29:01+09,33.125
2022-06-06 15:34:01+09,33.0625
2022-06-06 15:39:01+09,33.3125
2022-06-06 15:44:01+09,33.1875
2022-06-06 15:49:01+09,33.1875
2022-06-06 15:54:01+09,33.75
2022-06-06 15:59:01+09,33.375
2022-06-06 16:04:01+09,33.75
2022-06-06 16:09:01+09,33.5625
2022-06-06 16:14:01+09,33.625
2022-06-06 16:19:01+09,33.6875
2022-06-06 16:24:01+09,33
2022-06-06 16:29:01+09,33.375
2022-06-06 16:34:01+09,34.0625
2022-06-06 16:39:01+09,34
2022-06-06 16:44:01+09,34.4375
2022-06-06 16:49:01+09,34.5
2022-06-06 16:54:01+09,33.875
2022-06-06 16:59:01+09,33.375
2022-06-06 17:04:01+09,33.8125
2022-06-06 17:09:01+09,33.6875
2022-06-06 17:14:01+09,34.25
2022-06-06 17:19:01+09,33.5625
2022-06-06 17:24:01+09,33.1875
2022-06-06 17:29:01+09,33.5625
2022-06-06 17:34:01+09,33.5625
2022-06-06 17:39:01+09,33.375
2022-06-06 17:44:01+09,33.25
2022-06-06 17:49:01+09,33.3125
2022-06-06 17:54:01+09,33.5
2022-06-06 17:59:01+09,33.5625
2022-06-06 18:04:01+09,33.75
2022-06-06 18:09:01+09,33.6875
2022-06-06 18:14:01+09,33.8125
2022-06-06 18:19:01+09,33.75
2022-06-06 18:24:01+09,34.5625
2022-06-06 18:29:01+09,34.5625
2022-06-06 18:34:01+09,33.6875
2022-06-06 18:39:01+09,33.625
2022-06-06 18:44:01+09,33.4375
2022-06-06 18:49:05+09,32.625
2022-06-06 18:54:05+09,33.0625
2022-06-06 18:59:05+09,32
2022-06-06 19:04:05+09,32.8125
2022-06-06 19:09:05+09,32.3125
2022-06-06 19:14:05+09,32.8125
2022-06-06 19:19:05+09,32.875
2022-06-06 19:24:05+09,33.125
2022-06-06 19:29:05+09,33
2022-06-06 19:34:05+09,32.9375
2022-06-06 19:39:05+09,32.25
2022-06-06 19:44:05+09,32.3125
2022-06-06 19:49:05+09,32.8125
2022-06-06 19:54:05+09,32.5
2022-06-06 19:59:05+09,33.125
2022-06-06 20:04:05+09,32.875
2022-06-06 20:09:05+09,32.9375
2022-06-06 20:14:05+09,32.75
2022-06-06 20:19:05+09,32.625
2022-06-06 20:24:05+09,25
2022-06-06 20:29:05+09,25
2022-06-06 20:34:05+09,25
2022-06-06 20:39:05+09,25
2022-06-06 20:44:05+09,25
2022-06-06 20:49:05+09,25
2022-06-06 20:54:05+09,25
2022-06-06 20:59:05+09,25
2022-06-06 21:04:05+09,25
2022-06-06 21:09:05+09,25
2022-06-06 21:14:05+09,25
2022-06-06 21:19:05+09,25
2022-06-06 21:24:05+09,25
2022-06-06 21:29:05+09,25
2022-06-06 21:34:05+09,25
2022-06-06 21:39:05+09,25.3125
2022-06-06 21:44:05+09,25.6875
2022-06-06 21:49:05+09,26
2022-06-06 21:54:05+09,26.1875
2022-06-06 21:59:05+09,26.5
2022-06-06 22:04:05+09,26.8125
2022-06-06 22:09:05+09,27
2022-06-06 22:14:05+09,27.25
2022-06-06 22:19:05+09,27.5
2022-06-06 22:24:05+09,27.6875
2022-06-06 22:29:05+09,27.9375
2022-06-06 22:34:05+09,28.1875
2022-06-06 22:39:05+09,28.3125
2022-06-06 22:44:05+09,28.4375
2022-06-06 22:49:05+09,28.625
2022-06-06 22:54:05+09,28.8125
2022-06-06 22:59:05+09,28.9375
2022-06-06 23:04:05+09,29.125
2022-06-06 23:09:05+09,29.3125
2022-06-06 23:14:05+09,28.9375
2022-06-06 23:19:05+09,28.4375
2022-06-06 23:24:05+09,28.125
2022-06-06 23:29:05+09,27.9375
2022-06-06 23:34:05+09,27.8125
2022-06-06 23:39:05+09,27.75
2022-06-06 23:44:05+09,27.8125
2022-06-06 23:49:05+09,27.75
2022-06-06 23:54:05+09,27.5
2022-06-06 23:59:05+09,27.1875
2022-06-07 00:04:05+09,26.875
2022-06-07 00:09:05+09,26.3125
2022-06-07 00:14:05+09,25.9375
2022-06-07 00:19:05+09,25.5625
2022-06-07 00:24:05+09,25.1875
2022-06-07 00:29:05+09,25
2022-06-07 00:34:05+09,25
2022-06-07 00:39:05+09,25
2022-06-07 00:44:05+09,25
2022-06-07 00:49:05+09,25
2022-06-07 00:54:05+09,25
2022-06-07 00:59:05+09,25
2022-06-07 01:04:05+09,25
2022-06-07 01:09:05+09,25
2022-06-07 01:14:05+09,25
2022-06-07 01:19:05+09,25
2022-06-07 01:24:05+09,25
2022-06-07 01:29:05+09,25
2022-06-07 01:34:05+09,25
2022-06-07 01:39:05+09,25
2022-06-07 01:44:05+09,25
2022-06-07 01:49:05+09,25
2022-06-07 01:54:05+09,25
2022-06-07 01:59:05+09,25
2022-06-07 02:04:05+09,25
2022-06-07 02:09:05+09,25
2022-06-07 02:14:05+09,25
2022-06-07 02:19:05+09,25
2022-06-07 02:24:05+09,25
2022-06-07 02:29:05+09,25
2022-06-07 02:34:05+09,25
2022-06-07 02:39:05+09,25
2022-06-07 02:44:05+09,25
2022-06-07 02:49:05+09,25
2022-06-07 02:54:05+09,25
2022-06-07 02:59:05+09,25
2022-06-07 03:04:05+09,25
2022-06-07 03:09:05+09,25
2022-06-07 03:14:05+09,25
2022-06-07 03:19:05+09,25
2022-06-07 03:24:05+09,25
2022-06-07 03:29:05+09,25
2022-06-07 03:34:05+09,25
2022-06-07 03:39:05+09,25
2022-06-07 03:44:05+09,25
2022-06-07 03:49:05+09,25
2022-06-07 03:54:05+09,25
2022-06-07 03:59:05+09,25
2022-06-07 04:04:05+09,25
2022-06-07 04:09:05+09,25
2022-06-07 04:14:05+09,25
2022-06-07 04:19:05+09,25
2022-06-07 04:24:05+09,25
2022-06-07 04:29:05+09,25
2022-06-07 04:34:05+09,25
2022-06-07 04:39:05+09,25
2022-06-07 04:44:05+09,25
2022-06-07 04:49:05+09,25
2022-06-07 04:54:05+09,25
2022-06-07 04:59:05+09,25
2022-06-07 05:04:05+09,25
2022-06-07 05:09:05+09,25
2022-06-07 05:14:05+09,25
2022-06-07 05:19:05+09,25
2022-06-07 05:24:05+09,25
2022-06-07 05:29:05+09,25
2022-06-07 05:34:05+09,25
2022-06-07 05:39:05+09,25
2022-06-07 05:44:05+09,25
2022-06-07 05:49:05+09,25
2022-06-07 05:54:05+09,25
2022-06-07 05:59:05+09,25
2022-06-07 06:04:05+09,25
2022-06-07 06:09:05+09,25
2022-06-07 06:14:05+09,25
2022-06-07 06:19:05+09,25
2022-06-07 06:24:05+09,25
2022-06-07 06:29:05+09,25
2022-06-07 06:34:05+09,25
2022-06-07 06:39:05+09,25
2022-06-07 06:44:05+09,25
2022-06-07 06:49:05+09,25
2022-06-07 06:54:05+09,25
2022-06-07 06:59:05+09,25
2022-06-07 07:04:05+09,25
2022-06-07 07:09:05+09,25
2022-06-07 07:14:05+09,25
2022-06-07 07:19:05+09,25
2022-06-07 07:24:05+09,25
2022-06-07 07:29:05+09,25
2022-06-07 07:34:05+09,25
2022-06-07 07:39:05+09,25
2022-06-07 07:44:05+09,25
2022-06-07 07:49:05+09,25
2022-06-07 07:54:05+09,25
2022-06-07 07:59:05+09,25
2022-06-07 08:04:05+09,25
2022-06-07 08:09:05+09,25
2022-06-07 08:14:05+09,25
2022-06-07 08:19:05+09,25
2022-06-07 08:24:05+09,25
2022-06-07 08:29:05+09,25
2022-06-07 08:34:05+09,25
2022-06-07 08:39:05+09,25
2022-06-07 08:44:05+09,25
2022-06-07 08:49:05+09,25
2022-06-07 08:54:05+09,25
2022-06-07 08:59:05+09,25
2022-06-07 09:04:05+09,25
2022-06-07 09:09:05+09,25
2022-06-07 09:14:05+09,25
2022-06-07 09:19:05+09,25
2022-06-07 09:24:05+09,25
2022-06-07 09:29:05+09,25
2022-06-07 09:34:05+09,25
2022-06-07 09:39:05+09,25
2022-06-07 09:44:05+09,25
2022-06-07 09:49:05+09,25
2022-06-07 09:54:05+09,25
2022-06-07 09:59:05+09,25
2022-06-07 10:04:05+09,25
2022-06-07 10:09:05+09,25
2022-06-07 10:14:05+09,25
2022-06-07 10:19:05+09,25
2022-06-07 10:24:05+09,25
2022-06-07 10:29:05+09,25
2022-06-07 10:34:05+09,25
2022-06-07 10:39:05+09,31.1875
2022-06-07 10:44:05+09,31.875
2022-06-07 10:49:05+09,32.0625
2022-06-07 10:54:05+09,31.9375
2022-06-07 10:59:05+09,33.3125
2022-06-07 11:04:05+09,32.9375
2022-06-07 11:09:05+09,33.4375
2022-06-07 11:14:05+09,34
2022-06-07 11:19:05+09,34.125
2022-06-07 11:24:05+09,34.25
2022-06-07 11:29:05+09,34.5
2022-06-07 11:34:05+09,34.375
2022-06-07 11:39:05+09,33.75
2022-06-07 11:44:05+09,33.8125
2022-06-07 11:49:05+09,34.1875
2022-06-07 11:54:05+09,34.125
2022-06-07 11:59:05+09,34.4375
2022-06-07 12:04:05+09,34.5625
2022-06-07 12:09:05+09,34.1875
2022-06-07 12:14:05+09,34.5
2022-06-07 12:19:05+09,34.6875
2022-06-07 12:24:05+09,34.6875
2022-06-07 12:29:05+09,34.6875
2022-06-07 12:34:05+09,34.75
2022-06-07 12:39:05+09,34.6875
2022-06-07 12:44:05+09,34.625
2022-06-07 12:49:05+09,34
2022-06-07 12:54:05+09,33.4375
2022-06-07 12:59:05+09,33.9375
2022-06-07 13:04:05+09,34.0625
2022-06-07 13:09:05+09,34.25
2022-06-07 13:14:05+09,33.6875
2022-06-07 13:19:05+09,34.125
2022-06-07 13:24:05+09,33.8125
2022-06-07 13:29:05+09,33.6875
2022-06-07 13:34:05+09,33.875
2022-06-07 13:39:05+09,34.25
2022-06-07 13:44:05+09,34.1875
2022-06-07 13:49:05+09,34.625
2022-06-07 13:54:05+09,34.4375
2022-06-07 13:59:05+09,34.25
2022-06-07 14:04:05+09,34.1875
2022-06-07 14:09:05+09,33.875
2022-06-07 14:14:05+09,34.0625
2022-06-07 14:19:05+09,34
2022-06-07 14:24:05+09,33.375
2022-06-07 14:29:05+09,34.125
2022-06-07 14:34:05+09,34.3125
2022-06-07 14:39:05+09,34.4375
2022-06-07 14:44:05+09,34.625
2022-06-07 14:49:05+09,33.875
2022-06-07 14:54:05+09,33.9375
2022-06-07 14:59:05+09,34.875
2022-06-07 15:04:05+09,34.9375
2022-06-07 15:09:05+09,35.0625
2022-06-07 15:14:05+09,35.125
2022-06-07 15:19:05+09,34.4375
2022-06-07 15:24:05+09,34
2022-06-07 15:29:05+09,34
2022-06-07 15:34:05+09,34.3125
2022-06-07 15:39:05+09,34.4375
2022-06-07 15:44:05+09,34.6875
2022-06-07 15:49:05+09,34.6875
2022-06-07 15:54:05+09,34.625
2022-06-07 15:59:05+09,34.875
2022-06-07 16:04:05+09,34.4375
2022-06-07 16:09:05+09,34.1875
2022-06-07 16:14:05+09,34.4375
2022-06-07 16:19:05+09,34.1875
2022-06-07 16:24:05+09,33.8125
2022-06-07 16:29:05+09,33.75
2022-06-07 16:34:05+09,34.5625
2022-06-07 16:39:05+09,34.875
2022-06-07 16:44:05+09,34.625
2022-06-07 16:49:05+09,34.8125
2022-06-07 16:54:05+09,34.875
2022-06-07 16:59:05+09,34.9375
2022-06-07 17:04:05+09,34.75
2022-06-07 17:09:05+09,35.0625
2022-06-07 17:14:05+09,35.3125
2022-06-07 17:19:05+09,35
2022-06-07 17:24:05+09,34.5
2022-06-07 17:29:05+09,34.1875
2022-06-07 17:34:05+09,34.5
2022-06-07 17:39:05+09,34.375
2022-06-07 17:44:05+09,34.25
2022-06-07 17:49:05+09,34.5625
2022-06-07 17:54:05+09,34.75
2022-06-07 17:59:05+09,34.6875
2022-06-07 18:04:05+09,34.625
2022-06-07 18:09:05+09,34.3125
2022-06-07 18:14:05+09,34.25
2022-06-07 18:19:05+09,34.625
2022-06-07 18:24:05+09,34.1875
2022-06-07 18:29:05+09,34.5
2022-06-07 18:34:05+09,34.25
2022-06-07 18:39:05+09,34.125
2022-06-07 18:44:05+09,34.375
2022-06-07 18:49:05+09,34.6875
2022-06-07 18:54:05+09,34.5625
2022-06-07 18:59:05+09,34.375
2022-06-07 19:04:05+09,34.6875
2022-06-07 19:09:05+09,34.5625
2022-06-07 19:14:05+09,34.25
2022-06-07 19:19:05+09,34.25
2022-06-07 19:24:05+09,33.9375
2022-06-07 19:29:05+09,34.25
2022-06-07 19:34:05+09,33.6875
2022-06-07 19:39:05+09,33.9375
2022-06-07 19:44:05+09,33.8125
2022-06-07 19:49:05+09,33.8125
2022-06-07 19:54:05+09,34.25
2022-06-07 19:59:05+09,34.4375
2022-06-07 20:04:05+09,34.5625
2022-06-07 20:09:05+09,34.5
2022-06-07 20:14:09+09,34.3125
2022-06-07 20:19:09+09,34.5625
2022-06-07 20:24:09+09,33.9375
2022-06-07 20:29:09+09,33.875
2022-06-07 20:34:09+09,33.5625
2022-06-07 20:39:09+09,33.3125
2022-06-07 20:44:09+09,34
2022-06-07 20:49:09+09,34.125
2022-06-07 20:54:09+09,34.625
2022-06-07 20:59:09+09,34.4375
2022-06-07 21:04:09+09,33.8125
2022-06-07 21:09:09+09,33.875
2022-06-07 21:14:09+09,34.0625
2022-06-07 21:19:09+09,34
2022-06-07 21:24:09+09,34.375
2022-06-07 21:29:09+09,34.625
2022-06-07 21:34:09+09,34.75
2022-06-07 21:39:09+09,34.0625
2022-06-07 21:44:09+09,34.3125
2022-06-07 21:49:09+09,34.625
2022-06-07 21:54:09+09,34.25
2022-06-07 21:59:09+09,34.4375
2022-06-07 22:04:09+09,34.375
2022-06-07 22:09:09+09,33.875
2022-06-07 22:14:09+09,34.3125
2022-06-07 22:19:09+09,34.0625
2022-06-07 22:24:09+09,33.9375
2022-06-07 22:29:09+09,33.6875
2022-06-07 22:34:09+09,33.8125
2022-06-07 22:39:09+09,34.125
2022-06-07 22:44:09+09,33.75
2022-06-07 22:49:09+09,34.6875
2022-06-07 22:54:09+09,34.75
2022-06-07 22:59:09+09,34.9375
2022-06-07 23:04:09+09,34.6875
2022-06-07 23:09:09+09,35
2022-06-07 23:14:09+09,35.125
2022-06-07 23:19:09+09,35.25
2022-06-07 23:24:09+09,35.0625
2022-06-07 23:29:09+09,34.375
2022-06-07 23:34:09+09,34.25
2022-06-07 23:39:09+09,34.375
2022-06-07 23:44:09+09,34.3125
2022-06-07 23:49:09+09,34.625
2022-06-07 23:54:09+09,33.625
2022-06-07 23:59:09+09,32.625
2022-06-08 00:04:09+09,31.875
2022-06-08 00:09:09+09,25.5625
2022-06-08 00:14:09+09,25
2022-06-08 00:19:09+09,25
2022-06-08 00:24:09+09,25
2022-06-08 00:29:09+09,25
2022-06-08 00:34:09+09,25
2022-06-08 00:39:09+09,25
2022-06-08 00:44:09+09,25
2022-06-08 00:49:09+09,25.4375
2022-06-08 00:54:09+09,25.625
2022-06-08 00:59:09+09,25.75
2022-06-08 01:04:09+09,26.125
2022-06-08 01:09:09+09,26.3125
2022-06-08 01:14:09+09,26.4375
2022-06-08 01:19:09+09,26.4375
2022-06-08 01:24:09+09,26.5
2022-06-08 01:29:09+09,32.1875
2022-06-08 01:34:09+09,34
2022-06-08 01:39:09+09,34.25
2022-06-08 01:44:09+09,34.3125
2022-06-08 01:49:09+09,34.375
2022-06-08 01:54:09+09,34.375
2022-06-08 01:59:09+09,34.5
2022-06-08 02:04:09+09,34.4375
2022-06-08 02:09:09+09,34.375
2022-06-08 02:14:09+09,34.5
2022-06-08 02:19:09+09,34.25
2022-06-08 02:24:09+09,34.375
2022-06-08 02:29:09+09,32.6875
2022-06-08 02:34:09+09,33.375
2022-06-08 02:39:09+09,33.6875
2022-06-08 02:44:09+09,34.4375
2022-06-08 02:49:09+09,34.75
2022-06-08 02:54:09+09,34.875
2022-06-08 02:59:09+09,35
2022-06-08 03:04:09+09,35
2022-06-08 03:09:09+09,35.125
2022-06-08 03:14:09+09,35.1875
2022-06-08 03:19:09+09,34.8125
2022-06-08 03:24:09+09,34.75
2022-06-08 03:29:09+09,34.75
2022-06-08 03:34:09+09,34.8125
2022-06-08 03:39:09+09,34.9375
2022-06-08 03:44:09+09,34.9375
2022-06-08 03:49:09+09,34.0625
2022-06-08 03:54:09+09,33.6875
2022-06-08 03:59:09+09,33.125
2022-06-08 04:04:09+09,32.75
2022-06-08 04:09:09+09,32.8125
2022-06-08 04:14:09+09,32.6875
2022-06-08 04:19:09+09,32.875
2022-06-08 04:24:09+09,33
2022-06-08 04:29:09+09,33.8125
2022-06-08 04:34:09+09,34.1875
2022-06-08 04:39:09+09,34.375
2022-06-08 04:44:09+09,34.5625
2022-06-08 04:49:09+09,34.6875
2022-06-08 04:54:09+09,34.8125
2022-06-08 04:59:09+09,34.8125
2022-06-08 05:04:09+09,34.875
2022-06-08 05:09:09+09,34.75
2022-06-08 05:14:09+09,34.9375
2022-06-08 05:19:09+09,34.8125
2022-06-08 05:24:09+09,34.8125
2022-06-08 05:29:09+09,34.9375
2022-06-08 05:34:09+09,34.875
2022-06-08 05:39:09+09,35
2022-06-08 05:44:09+09,35
2022-06-08 05:49:09+09,34.6875
2022-06-08 05:54:09+09,34.8125
2022-06-08 05:59:09+09,34.8125
2022-06-08 06:04:09+09,34.375
2022-06-08 06:09:09+09,34.6875
2022-06-08 06:14:09+09,34.5625
2022-06-08 06:19:09+09,34.9375
2022-06-08 06:24:09+09,35.125
2022-06-08 06:29:09+09,35.25
2022-06-08 06:34:09+09,35.3125
2022-06-08 06:39:09+09,35.375
2022-06-08 06:44:09+09,35.4375
2022-06-08 06:49:09+09,35.25
2022-06-08 06:54:09+09,35.25
2022-06-08 06:59:09+09,35.3125
2022-06-08 07:04:09+09,35.3125
2022-06-08 07:09:09+09,35.375
2022-06-08 07:14:09+09,35.3125
2022-06-08 07:19:09+09,34.8125
2022-06-08 07:24:09+09,35
2022-06-08 07:29:09+09,34.9375
2022-06-08 07:34:09+09,35.1875
2022-06-08 07:39:09+09,35.125
2022-06-08 07:44:09+09,34
2022-06-08 07:49:09+09,34.8125
2022-06-08 07:54:09+09,34.9375
2022-06-08 07:59:09+09,34.375
2022-06-08 08:04:09+09,34.4375
2022-06-08 08:09:09+09,34.6875
2022-06-08 08:14:09+09,34.8125
2022-06-08 08:19:09+09,34.875
2022-06-08 08:24:09+09,34.9375
2022-06-08 08:29:09+09,35.0625
2022-06-08 08:34:09+09,34.25
2022-06-08 08:39:09+09,34.125
2022-06-08 08:44:09+09,34.25
2022-06-08 08:49:09+09,33.8125
2022-06-08 08:54:09+09,34.8125
2022-06-08 08:59:09+09,35.1875
2022-06-08 09:04:09+09,35.375
2022-06-08 09:09:09+09,35.4375
2022-06-08 09:14:09+09,35.4375
2022-06-08 09:19:09+09,35.5625
2022-06-08 09:24:09+09,35.625
2022-06-08 09:29:09+09,35.25
2022-06-08 09:34:09+09,35.625
2022-06-08 09:39:09+09,34.875
2022-06-08 09:44:09+09,34.4375
2022-06-08 09:49:09+09,33.625
2022-06-08 09:54:09+09,33.125
2022-06-08 09:59:09+09,33.25
2022-06-08 10:04:09+09,34.3125
2022-06-08 10:09:09+09,34.8125
2022-06-08 10:14:09+09,34.4375
2022-06-08 10:19:09+09,34.1875
2022-06-08 10:24:09+09,34.5
2022-06-08 10:29:09+09,34.1875
2022-06-08 10:34:09+09,33.4375
2022-06-08 10:39:09+09,32.5625
2022-06-08 10:44:09+09,33.1875
2022-06-08 10:49:09+09,33.1875
2022-06-08 10:54:09+09,33.5625
2022-06-08 10:59:09+09,33.5625
2022-06-08 11:04:09+09,33.5
2022-06-08 11:09:09+09,33.625
2022-06-08 11:14:09+09,33.8125
2022-06-08 11:19:09+09,34.0625
2022-06-08 11:24:09+09,33.9375
2022-06-08 11:29:09+09,34.125
2022-06-08 11:34:09+09,34
2022-06-08 11:39:09+09,34.1875
2022-06-08 11:44:09+09,34.1875
2022-06-08 11:49:09+09,34
2022-06-08 11:54:09+09,33.9375
2022-06-08 11:59:09+09,34.1875
2022-06-08 12:04:09+09,34
2022-06-08 12:09:09+09,34.3125
2022-06-08 12:14:09+09,34.25
2022-06-08 12:19:09+09,34.625
2022-06-08 12:24:09+09,34.375
2022-06-08 12:29:09+09,34.0625
2022-06-08 12:34:09+09,34.375
2022-06-08 12:39:09+09,34.375
2022-06-08 12:44:09+09,34.875
2022-06-08 12:49:09+09,34.8125
2022-06-08 12:54:09+09,35
2022-06-08 12:59:09+09,34.5625
2022-06-08 13:04:09+09,34.8125
2022-06-08 13:09:09+09,34.3125
2022-06-08 13:14:09+09,34.3125
2022-06-08 13:19:09+09,34.375
2022-06-08 13:24:09+09,33.75
2022-06-08 13:29:09+09,33.8125
2022-06-08 13:34:09+09,34.375
2022-06-08 13:39:09+09,34.625
2022-06-08 13:44:09+09,34.8125
2022-06-08 13:49:09+09,34.375
2022-06-08 13:54:09+09,34.25
2022-06-08 13:59:09+09,34.5
2022-06-08 14:04:09+09,34.8125
2022-06-08 14:09:09+09,34.875
2022-06-08 14:14:09+09,34.875
2022-06-08 14:19:09+09,35.125
2022-06-08 14:24:09+09,35.125
2022-06-08 14:29:09+09,35.0625
2022-06-08 14:34:09+09,34.6875
2022-06-08 14:39:09+09,34.75
2022-06-08 14:44:09+09,34.625
2022-06-08 14:49:09+09,34.75
2022-06-08 14:54:09+09,34.75
2022-06-08 14:59:09+09,35.3125
2022-06-08 15:04:09+09,35.25
2022-06-08 15:09:09+09,35.25
2022-06-08 15:14:09+09,35.0625
2022-06-08 15:19:09+09,34.75
2022-06-08 15:24:09+09,34.875
2022-06-08 15:29:09+09,34.4375
2022-06-08 15:34:09+09,34.4375
2022-06-08 15:39:09+09,35.0625
2022-06-08 15:44:09+09,34.5625
2022-06-08 15:49:09+09,34.9375
2022-06-08 15:54:09+09,34.1875
2022-06-08 15:59:09+09,34.3125
2022-06-08 16:04:09+09,34.0625
2022-06-08 16:09:09+09,34
2022-06-08 16:14:09+09,34
2022-06-08 16:19:09+09,34.25
2022-06-08 16:24:09+09,34.125
2022-06-08 16:29:09+09,34.1875
2022-06-08 16:34:09+09,34.5625
2022-06-08 16:39:09+09,34.4375
2022-06-08 16:44:09+09,34.75
2022-06-08 16:49:09+09,34.3125
2022-06-08 16:54:09+09,34.1875
2022-06-08 16:59:09+09,34.375
2022-06-08 17:04:09+09,34.4375
2022-06-08 17:09:09+09,34.8125
2022-06-08 17:14:09+09,35
2022-06-08 17:19:09+09,35.125
2022-06-08 17:24:09+09,35.1875
2022-06-08 17:29:09+09,34.625
2022-06-08 17:34:09+09,34.8125
2022-06-08 17:39:09+09,34.9375
2022-06-08 17:44:09+09,35.0625
2022-06-08 17:49:09+09,34.625
2022-06-08 17:54:09+09,34.3125
2022-06-08 17:59:09+09,34.1875
2022-06-08 18:04:09+09,34.4375
2022-06-08 18:09:09+09,34.375
2022-06-08 18:14:09+09,33.75
2022-06-08 18:19:09+09,33.3125
2022-06-08 18:24:09+09,33.8125
2022-06-08 18:29:09+09,33
2022-06-08 18:34:09+09,32.875
2022-06-08 18:39:09+09,33
2022-06-08 18:44:09+09,32.8125
2022-06-08 18:49:09+09,32.75
2022-06-08 18:54:09+09,32.9375
2022-06-08 18:59:09+09,32.5625
2022-06-08 19:04:09+09,32.6875
2022-06-08 19:09:09+09,32.875
2022-06-08 19:14:09+09,32.8125
2022-06-08 19:19:09+09,32.75
2022-06-08 19:24:09+09,32.6875
2022-06-08 19:29:09+09,32.8125
2022-06-08 19:34:09+09,32.75
2022-06-08 19:39:09+09,33
2022-06-08 19:44:09+09,32.9375
2022-06-08 19:49:09+09,32.8125
2022-06-08 19:54:09+09,32.8125
2022-06-08 19:59:09+09,33
2022-06-08 20:04:15+09,33.1875
2022-06-08 20:09:15+09,33.0625
2022-06-08 20:14:15+09,33.1875
2022-06-08 20:19:15+09,33.0625
2022-06-08 20:24:15+09,33.0625
2022-06-08 20:29:15+09,33.125
2022-06-08 20:34:15+09,33.125
2022-06-08 20:39:15+09,33.0625
2022-06-08 20:44:15+09,32.9375
2022-06-08 20:49:15+09,33.0625
2022-06-08 20:54:15+09,33
2022-06-08 20:59:15+09,33.0625
2022-06-08 21:04:15+09,32.875
2022-06-08 21:09:15+09,32.9375
2022-06-08 21:14:15+09,32.3125
2022-06-08 21:19:15+09,32.625
2022-06-08 21:24:15+09,32.5
2022-06-08 21:29:15+09,32.75
2022-06-08 21:34:15+09,32.875
2022-06-08 21:39:15+09,33.125
2022-06-08 21:44:15+09,32.875
2022-06-08 21:49:15+09,32.75
2022-06-08 21:54:15+09,32.9375
2022-06-08 21:59:15+09,32.875
2022-06-08 22:04:15+09,32.625
2022-06-08 22:09:15+09,32.6875
2022-06-08 22:14:15+09,32.625
2022-06-08 22:19:15+09,32.625
2022-06-08 22:24:15+09,33.0625
2022-06-08 22:29:15+09,32.8125
2022-06-08 22:34:15+09,32.875
2022-06-08 22:39:15+09,32.8125
2022-06-08 22:44:15+09,32.6875
2022-06-08 22:49:15+09,32.625
2022-06-08 22:54:15+09,32.625
2022-06-08 22:59:15+09,32.4375
2022-06-08 23:04:15+09,32.4375
